Year,1,2,3,4,5,6,7,8,9,10,11,12
2007,,,,,,,,,,17.511222830248773,-2.337029049782735,6.522061475098684
2008,-16.30909142828826,1.674951608601738,-9.361539197855839,9.11183656867145,-5.7260072839060765,-17.033531800041413,7.236642114337366,0.6242814587798184,-10.064221303397359,-26.41027915972838,-4.522456181852608,7.406257393736215
2009,-2.850475856218604,-3.8663609502053498,9.310153525955588,14.995283183168073,28.06604176354717,-3.5480302257050234,8.048055039426295,0.5532228593694954,9.048499363373264,-7.322062288163678,6.812827359417972,3.345115004700694
2010,-6.133377144600649,0.8244487788992672,6.639178959752479,0.5505687033221962,-3.6320612980769273,4.4472446375267705,1.0371783088235276,0.6483308006253186,11.616139203180742,-0.20315259004166641,-2.5757348317341777,4.636085688038705
2011,-10.246965484656457,-3.135725411031476,9.384521633150511,-1.4441825583886847,-3.7733707482715872,2.075893620518654,-2.9287797075448263,-8.774170010944914,-1.1547690461907623,7.755021446543275,-9.284539554346427,-4.299417605308308
2012,12.433237886732428,3.576481133096121,-1.6647550206775108,-0.8950893503407831,-6.171696852620401,7.202110013580754,-0.9452708569373525,0.5641614075349022,8.458682222829705,-1.465811236265191,4.629248773106198,0.42943271649160675
2013,2.195558080297544,-5.66220962446663,-0.18443541441275357,4.3580857033705955,0.9401031696040674,-2.4014566661875736,-1.7151106083782564,-4.705680865769768,4.8156001572694285,9.83122272344701,-1.9534350919592547,2.070884543990581
2014,-3.402601522842641,3.0782526531324406,6.806649514585317,-0.11634934431409283,7.9677184867947615,5.2752770356707,1.4445493325173198,3.018277995464813,0.1313709718953504,4.487248887469342,3.1968685977700195,-3.557765606351704
2015,6.353003041330618,0.40526305403558727,-3.9979153946120505,-3.645035920386286,3.0819579615596115,-0.7725052332904658,1.9639076223337604,-6.5810348288633636,-0.2810068984054226,1.4706425263863565,-1.6185599425816433,0.13988340198796134
2016,-4.817309686388671,-7.622082420118592,10.753467037721443,1.439572828357072,3.9529707851078566,1.5643178492432241,4.232149859732748,1.709789839815934,-1.9923266121444683,0.31180049304715407,-4.78698772864089,-0.4705476966684885
2017,4.587212110720995,3.7178911140715254,3.312653763289486,1.4203548678294098,3.409270177731538,-1.042999707678316,5.841876250461309,-1.57981189946651,-1.3037112307784704,5.5850705629935105,-1.0522191136698056,2.9741251588643047
2018,4.719534226425215,-4.850064623309647,-3.6134074934586202,6.186157410049353,-0.02978968807577642,-0.20352347109985347,5.993860607032264,2.8529916787742637,-6.421384398677288,-4.975555226176587,4.7190650362856745,-0.1305554996896996
2019,-0.2909041610227092,-0.3550029740616911,7.204076905258283,1.5397613710026015,1.486612004915,-1.1234793631260787,-5.690543450834351,-0.852221622593996,4.093168487628418,3.512150849411788,1.5036864515372672,0.9323152479122854
2020,-1.695783625896663,-6.35632233641571,-23.24636775503828,14.680008032624814,-2.8357343873711915,7.534208943381238,7.487314384298549,2.836061021166114,-1.228980858946216,3.5105475663058883,11.39412629852259,7.809420110608234
2021,-2.4828822616982826,6.560887791929848,1.11190124917242,-0.4057028265849305,6.504638890590897,0.8900852032429851,0.2642865164742547,8.685815441979706,2.836478642760354,0.3036641123716821,-3.8957944315163195,2.1836378277336976
2022,-0.08183202904040732,-3.148523378512036,3.994602765117583,-2.0738872228345695,-3.0287879663418282,-4.84969892678262,8.732434530504896,3.5029841694228736,-3.7442418486264173,5.36931577011639,4.142472451938506,-3.4813767827347686
2023,-2.4476278852209377,-2.028072255941904,0.3224742545449466,4.062558504586766,2.598396848187101,3.5320829205574666,2.943084608186197,-2.531158461791272,1.9970083017293971,-2.844956791824016,5.521870494244152,7.938399947303942
2024,-0.026234719219753178,1.1833983335188147,1.565312867996771,1.2449073265302424,-0.32802868369559146,6.568373117304005,3.917231541701116,1.1412299454817587,2.2782988118133174,-6.2202524298806905,-0.3067503721212228,-2.0152369183212504
2025,-0.5768726574899463,-5.885986068311189,6.303590285390537,3.464592443705139,1.7115829300808905,3.0962824756055607,-2.9341211031532977,-1.3787757577143567,0.7542929315341729,4.514223328634981,1.869402640831641,-0.9027565032860285
