Year,1,2,3,4,5,6,7,8,9,10,11,12
2007,,,,,,,,,,-0.21960560634096682,-7.562087498771309,8.608379398556142
2008,-20.247894600406546,3.8130375670549554,-7.015937980377085,17.616970803220333,7.588957413367092,-14.69493917821778,-6.164669968187364,4.635142535549486,-20.875776454282104,-13.520866772477568,-8.820409918563454,-10.732870320314058
2009,1.7718335619570258,-5.914855771930805,10.72536378595277,19.500157674815032,15.19389303506915,9.580644307577169,23.798834233979925,6.6581287969632585,10.907574985613277,-1.4310593618092393,6.247036975642617,8.467240044995927
2010,-3.854152408975331,3.0844774627232896,1.5476788627324156,2.2173960680017535,-3.7396775147692463,2.8870365715817803,2.6744648245249802,-1.839213936870343,10.686371494684588,-0.0022666456885089836,1.3661981273390467,11.747419125960846
2011,-6.9395695008653835,-4.374397637618788,7.227402113387793,-6.012087045911796,-2.3573532465340774,0.9866705778938778,-4.371520055521383,-13.951635870493051,4.176104606168307,10.5619099347253,-6.13901258735472,4.170025028634461
2012,0.8934695822813143,6.6679043484807465,-1.375089434653265,-6.608350178886591,-1.2587520768643001,2.2600235884512543,-7.3129266431455235,6.621308944405424,3.9762151909594756,-3.57866441795478,2.881146866794193,-3.804730845607307
2013,12.498855264785158,4.848774009202561,1.5816158652571355,-16.22581421469644,7.016710413388361,2.5046175871336063,17.382787731478455,7.6412423418313,-2.5601328490286956,8.386591449105785,-0.3620301531107706,7.902951669359171
2014,4.618696491111796,3.8272811000792606,-10.064755931394886,-0.753385724752631,-2.792065249288822,10.501321254700425,3.958721975292101,3.6386327423971077,5.833990644810205,0.33929599752549056,4.911361907341072,-5.729930628895241
2015,5.953393720825684,5.645380874403494,-3.7590766030175637,-7.780143234554748,3.878016771694792,-4.6448993579688125,5.044213132585962,0.09961751657834306,3.6740516029762693,-4.531205994381892,-1.2949322107007277,-1.0574551377071306
2016,-0.9715970554416198,-1.0301861666746737,-0.9913423543461586,-0.9011415164365988,-1.1114105688094233,-1.1239017314356503,-1.0333426021569836,-1.1485452699521503,-1.0562637307101719,-0.9607857894630478,-1.131790839930058,4.018516151611395
2017,-5.296055003966638,8.452558210006611,0.20878109418847046,-7.096440844486485,6.088270987372368,-3.7353880357457903,5.915285565957751,-1.8362271343234982,-0.7851716963038435,3.4609897976630055,2.5599904847805943,4.951714610584768
2018,11.320749978569754,-1.3660474441637205,-2.3221968562143758,11.786710825864265,-2.2897488604879834,2.3671886433484612,4.276777616694671,8.387835056142734,0.16854556461869397,-5.669575524675641,-2.0217388945516945,-1.350931323766058
2019,7.333642752044778,1.5013594049075873,-1.050406814136795,7.314631446030795,-3.2609215419087567,-1.3873216107846864,-1.9844444410400786,2.4980486193102447,-2.937153278661031,0.12387267507791844,-3.607790607893413,4.362904473973606
2020,3.141690652729112,-5.768034692325797,-16.100097438314055,10.535779019673953,-0.6939155957755072,5.308874092198712,22.485308341325027,-0.7912859120176474,11.28070146197464,4.839271622739338,4.054390585042511,11.424124044330618
2021,1.6263028531514623,-1.396998595092458,6.392831831820733,-0.7369978002320643,5.652182714446163,7.571253453707749,4.498254186951445,13.41926641823743,1.3241153882312062,-1.7678714171519894,1.8454608202855383,10.43638532191904
2022,-10.016523897273865,-2.804628335007464,7.295433955949471,-12.92720509598424,-6.145484167454729,-6.185174806987826,4.701126804923894,-2.5534876173608168,-5.022370468712456,6.472849353957977,5.792685890929561,-5.823958664700157
2023,3.908399644882632,-0.25689136687524483,-3.2542855378299484,-3.451040831628127,5.816151271784831,0.8296455460909513,1.2361709527111575,4.131357301000316,1.9878131880259664,-3.7822025139715443,6.539575141626264,9.001236416117276
2024,3.163166091792191,2.9531858545775114,-7.482025951227067,-4.863293024813498,-2.4542961226988624,11.645120703368894,12.980990285556238,4.740873916917399,-1.9671476527927556,-3.66792317745559,6.777691708107225,0.4439569632355145
2025,-1.55764890945288,-12.52720281451618,-1.1580172052397586,-2.9582899407319063,4.265408429327322,4.362737545801032,-9.366756258023102,-0.3410561342855112,-4.337959673121339,6.112743401411325,4.7410723837012725,3.4382686035476118
