Year,1,2,3,4,5,6,7,8,9,10,11,12
2007,,,,,,,,,,0.0,0.0,0.0
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,0.0,0.0,0.0,0.0,-1.3004362595949726,-5.498530930657974,2.3151663802185585,11.11189137481976,-10.553872157978272,-3.890526619999113
2012,13.152731702810549,8.416522933500591,1.1443982010344467,5.375562214018292,-15.641246463990722,6.060562934521019,-3.4451872153133944,1.553626215810433,12.349419674423089,-0.9188567275438486,5.2339839877942,6.0261151160557525
2013,-3.7397379107539597,-4.840966523661939,-4.52449186105921,9.654170530425343,2.94875505651897,-4.814368035102645,-1.4418088644321925,-2.869912882068615,7.740014959905239,10.293781157983496,2.3093011532984153,0.035018837065914354
2014,-5.206242239238412,9.130011745415988,6.144774709634637,1.0907740997567084,8.840025528956797,6.108750038713939,1.9482963757648575,11.241252995668049,2.807928539459148,4.399732746012464,3.557089275729308,-3.033281282017508
2015,7.84487029344163,-0.9971033953367847,-2.488744481308436,-5.028559221590745,4.25673281519221,-1.7981081793422504,1.927648696806128,-6.978470446492924,-2.377159502980286,4.283082806762617,4.8183615154769655,-2.6774774351573827
2016,-7.870622312153608,-6.742230664734872,14.033533837795865,2.4896149070797957,5.20512471599226,1.6438420594667935,6.849241115498517,4.502765991451985,1.333697095216646,0.2732034255491511,-9.375842695047155,0.306679934950127
2017,7.613421937812781,-1.8611939658458532,2.33617785794209,3.7949655664911486,6.00331921631605,-3.0407128327850086,4.386996424420664,-3.5455146904412427,1.872313430507866,5.168227540756165,-0.6780968282761646,6.347349041372619
2018,-3.312320859123241,-3.9158120550156217,-3.010169039349153,7.433457190294579,-5.4301856197449645,-2.595858688292396,2.471743059749687,0.32349925959676007,-12.889161387015468,-8.025861633560128,5.097759216619835,-0.3737825494051439
2019,-11.013414854265047,1.6639491081013258,-1.4470163309167727,1.4129958329538228,-2.096850736064748,-3.02672858311418,-13.577108227893863,2.3009042287730264,6.902973351670205,12.762991667324286,-4.302029705899757,2.007170475977005
2020,-1.9610101939805502,-14.624279055197153,-31.469670683605756,24.731049520408366,5.3783832242531915,8.04576627919593,8.343318809730738,7.700815243054371,0.864119575734934,-1.8929982355289976,14.606100759112973,3.395343963831743
2021,6.740092354652738,3.6354278269374207,-3.0231387083782923,-2.246912091305908,8.746119164565647,1.109302291138503,-5.205956687380775,-0.13981992026173007,5.620636796458145,6.595303908765415,-6.142097363818522,3.1437640420205026
2022,7.009294973849456,-7.54432601625582,-2.4809293442391134,4.984789942019452,4.590137459764976,0.9886488280592243,7.196299308845333,5.374620539935537,-3.9194681233221673,5.373135499058268,-1.119449222458746,-4.6867930967346645
2023,5.6471386433465165,-4.443898322402018,-3.8329223478705043,7.72186911248367,7.655856094925784,6.681107054193958,3.6995798002397384,-0.2406397048487885,3.2810605486511157,-1.6571524977092023,10.276632575557931,6.075425856004535
2024,3.2707307764852978,6.164460026161334,4.93180223533316,4.952592782124676,4.18017518948568,7.60474145461929,5.8913296256359216,-1.9203463289645062,3.264451690290948,-12.996167200200382,-0.6215194850694328,-2.287479383098512
2025,0.14714727763422975,-10.35963564373754,3.8875845463147485,4.756405769411387,4.5597138339756205,2.344853641640876,-0.9077420082197585,5.516605920096906,6.335922153090534,1.007823361295479,3.5984909056059777,-0.422506934484812
