Year,1,2,3,4,5,6,7,8,9,10,11,12
2007,,,,,,,,,,12.07319142683756,4.02299878030532,5.2017278819280754
2008,-6.460221606692085,-5.830102343777288,-23.403175558042598,14.635605896187332,-13.693142797527646,-23.65154244192186,13.984352826606528,6.492088713035171,-4.891799559457088,-22.087341147203166,-5.098746978240742,16.554999543135995
2009,-10.896622150325275,-12.658892803565013,6.18642502376423,24.139886417657518,44.502479238801754,-1.0183008062280674,2.8022081479515126,-1.4957909400557523,18.578642274998657,-4.241201071706291,7.209132341460367,-0.19287629308777365
2010,-4.185731910131629,0.8229744745619216,8.447443750509409,4.342159312784988,-5.13304431598276,1.0775508279971424,7.357952015743052,5.760747766667573,15.074889128031344,-0.2878781836366473,-3.0667227073511216,-1.348236666742919
2011,-9.74944727667555,-1.9404472389832672,12.171136794927495,-1.8939964669493548,-5.0186053959517585,3.0916976644617122,-3.1214859183136823,-12.486624793544898,-0.6828763802501747,5.506276877364646,-14.270276812167582,-6.952859307493576
2012,24.480941787500377,4.987674502104333,-1.9343836379855706,0.6271626338937297,-8.132879344838006,9.529181982632062,0.42017421774886987,-3.7904038993363587,14.676945691819077,-1.6409488641260128,7.898801962056545,2.5935762453908717
2013,1.8786652098988776,-9.609638639392848,-1.0925018632720884,10.559015553790108,-0.6838205791752539,-6.880607765936341,-13.785534644381613,-9.650303544000405,6.28343240049154,19.29079039647914,-2.7821478879323625,2.073700925061406
2014,-10.078827553789726,5.147131628163337,18.36882678599374,0.89310711836188,15.071355825635768,3.031759542643364,0.16860456734812956,3.096763175265971,-2.211827621359319,10.737880532927079,8.613051616455426,1.207242866395264
2015,5.9087445884016265,-3.876285177327843,-4.550035346919989,1.0728196807941792,1.7355462951386125,-2.271476293710528,2.3707301013483395,-8.45334911714517,0.40679207903648873,0.8027210174341715,-3.995579265358984,-4.055229029365925
2016,-3.7267788600276797,-10.490294777903909,15.939782860044293,3.7522271236741123,4.611454724421571,5.905059082539155,4.00261948352254,1.8765224301581673,1.6745069828345338,1.482236136935966,-4.925373626972618,-4.738875311470148
2017,7.360600811164697,5.596157828328696,4.061193906920146,4.262703272720048,4.770281457857584,-0.9118629735005879,8.1531834914788,-3.1280362750254365,-1.0913529297055136,4.017582470408221,1.2512336298624804,0.8173299106756682
2018,7.204540271577509,-8.298369645276848,-3.3617610176400525,5.227015628095399,5.579754386982216,-2.196159031241296,5.3100487446097855,1.0718828174023587,-10.483663453407765,0.13295789961973448,6.797131984823479,1.10654101777925
2019,0.497977111807546,-1.852135954870615,13.55230685893467,-2.1556145141800043,5.411085383211578,-0.861185539010223,-7.166646667516863,-5.015063235829265,6.108027859780485,3.3092605418290733,6.252359319284384,0.6747344266059718
2020,-4.129298541396653,-5.469517857527451,-34.31948229759257,12.486943476860034,-10.389145706839109,10.741950695323531,1.2629748139861618,9.77030982319993,-9.693172700801489,11.416760916724233,23.882573994745005,5.589506042946346
2021,-2.234358850823337,13.865633047856152,-4.309039961084748,-1.5676837758405449,8.373086267551288,-2.123606718450577,-0.54022993670787,5.321053582140656,2.7467695630585265,4.517021955041978,-8.744084722610868,-0.5984094141635143
2022,7.028000786946542,-4.661054477066839,0.4648566335101023,-0.7847793929550151,-1.6646823891300455,-5.811340601549775,12.165387536613004,5.455523341772173,-2.2885027501435062,6.926777289905917,4.655527310990126,-0.565681398773854
2023,-5.422465898422657,-0.9494515259049208,0.8433217313583263,6.464755910407782,2.0684001034344535,1.403193079530629,2.01967260283038,-3.640554265102791,1.3535209589154773,-3.899560569826732,3.8178656584276327,8.566434549000434
2024,-4.753245538880457,0.26979627744150303,2.1762436531026275,4.8215759118652946,-0.8356840910586194,6.855920836951457,-1.507102890112677,-0.39259960280867423,3.1685878804696976,-2.8365493584687207,1.1272385372550042,-2.296395215632563
2025,-2.502939468492482,-2.50568699094863,6.6608178265407325,6.830809685800698,1.2027320346808423,2.8036936578203164,-2.3568940266345595,-4.121194514213378,1.8268405164123092,5.748057200879297,3.420686150651231,-1.1438813793126945
