Year,1,2,3,4,5,6,7,8,9,10,11,12
2007,,,,,,,,,,0.0,0.0,0.0
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,1.5664740626473828,5.247219257354518,4.320641583305629,2.5267482525853646,5.508433733981977,0.6437457806924396,-3.6945097830774043,-1.0203757407273306,7.262010481825065,-3.7361532641334794,-0.528165565909744
2012,1.082002324140574,2.252191726872277,8.198157400945295,6.247126670099634,-4.06676552540437,9.298774122149055,1.289959230043003,5.803788138203747,3.624211271273725,2.7412280701754277,7.08059083123902,-2.4215744032656916
2013,0.5937273479843741,-4.396228232878818,4.985870398444603,9.75106736132525,4.12169157675133,-4.688155701615926,4.7503627539950966,-6.852599358721534,8.317548629910942,-0.11566551857519203,-3.4795935743883732,0.11820518333920393
2014,-0.9568810942300443,-0.09192703199166763,7.358262575829011,-2.8310363417702322,1.4701299382584354,-2.22974729180192,7.713376161523455,2.8215382247220866,2.938852031503525,-2.4257856650267473,3.266742714793236,0.49307327618910435
2015,5.165161936196738,4.243644655870926,-9.900084466831238,-1.8556731416815353,3.0578174355056387,0.24095336951033275,3.7939507026530928,-3.866787038325059,-0.7699555447132189,0.8100076288400482,0.7965384439890144,-0.42360221670487697
2016,-5.249434717555124,-4.186826001077792,7.814652358637475,-0.13383409533023194,3.9718467851119987,5.295864647521165,2.871100949191052,1.7115198427297251,-4.720402503048993,0.027381039808593854,-4.919488241612324,1.299299653330066
2017,5.196808348952886,2.315563246238228,5.3903251139837405,0.565363643136374,9.150427679706109,3.5223938443966762,-3.766818402502725,0.35173070061567113,-5.2413579650044895,4.929979408289498,0.5152332303992146,3.9947606125508406
2018,1.0271336098542028,-2.2619337155877717,-1.4569782395804531,10.12480985411852,0.14441018411517348,0.5264719761956416,7.047055168128158,6.141469434567726,-9.582810556276723,-4.068189548109336,5.5317367166309195,1.2958811356375222
2019,-2.3465865362306992,-1.8043329998226443,3.3503244000915977,0.3096571652352109,-1.6036575712604528,-1.0195830052269095,-1.6249263431330485,0.6585038361710538,6.415996034116156,3.8068701922304937,-4.159221528631873,-2.757017642975901
2020,2.1705452293212524,-4.760475914316942,-6.793018760501868,4.941951452125237,2.1892701265685766,2.6156333737287873,2.691655821476391,-0.8982080629890143,-2.4624830439005096,-1.3849750140323525,7.782780347938711,7.750295473664881
2021,-3.0899366329201094,-2.0467357605959857,7.670490683432862,-3.74516564970816,4.2898644372887595,2.9297724732736397,-0.11442815307030063,9.646650889353747,2.2688044185132483,-5.452973791106697,-2.1849984946128,0.5162229174430877
2022,-2.960885370741362,-2.610154487930949,2.174694911164199,5.281116733608449,1.3331033463111819,-2.709390298893821,12.804739619119232,3.139166079942446,1.3338308575678859,-0.24624717822532283,2.799895201463376,-2.997815027883255
2023,0.6462301414118743,1.087684472478001,2.1460604767333136,4.159040080655885,6.752502571400787,2.2569316896131175,0.8470230482950925,-2.933692041148095,0.9981866581527221,-0.6589717491183755,3.4161341121458966,7.495026538269478
2024,-3.3618089808134632,-1.917141937476341,-0.12293178605660149,0.5401421114119564,-0.24566467952324977,4.896746788538575,9.382739721539668,1.5746072039193537,3.9337319962416517,-9.66938902739426,-2.1270894739286894,-1.9744179206283685
2025,-0.18961247421893646,-10.588715508064794,5.722742175324025,5.328534048682454,-2.059251170068399,-0.7219245744623071,1.6912974960353155,0.5907372036917824,-2.5491719704982763,2.737674353715236,-1.090047268206762,-1.464947365277769
