Year,1,2,3,4,5,6,7,8,9,10,11,12
2007,,,,,,,,,,0.0,0.0,0.0
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.679601881906663,-0.6201853107051125,4.115772976999121,-5.5198419186479715,-5.238538507270807
2012,9.840249263119528,0.9436700264636055,-0.26305139619586804,-2.657739906674783,-3.9724905722436477,10.01866795676749,4.584728789578807,-1.1355435949028436,19.049070158332725,-1.1026394623365854,9.0814871388196,5.065961345756254
2013,2.9297771741329193,-9.561227701969056,-0.8718884344746436,5.4980049752911375,-1.6993958186023228,-2.1099886049908645,-0.3713222287735851,-6.114782492390114,2.433518876221874,10.674902124134178,-3.857541315062052,6.27461124089308
2014,-5.160210397656028,0.7168429988168912,4.6175850616301695,-2.944377461487524,12.114688935138918,8.52252573498362,-4.436629623608868,-6.49815918827541,7.145308216970903,6.187884418225842,8.010495506340586,2.6599332397054143
2015,-1.2462820486333959,-4.69595905260578,-2.570493958126452,-6.204020775097718,2.683739267195251,6.149803125282638,9.576146539571218,-5.048623029496402,2.3385637420543004,0.9421668084536039,1.1412514778869065,8.233652026491667
2016,-6.251427939849985,-12.252874863781116,7.156213370310716,4.411992875273851,4.55773811958482,3.950582192226282,6.883331012951444,5.354859427915515,0.1298099333985281,-0.9125226348805415,-10.536244060650946,-0.8318577538264149
2017,6.153400453653157,8.116843589489253,5.937220169395552,2.4556966581672945,-5.723814806548844,-2.739681305336339,3.96707120575035,-4.3220925308177005,0.5815227276655399,5.619047354082296,5.316939272610077,4.3841146757659155
2018,0.7100959261293394,-5.0818254937149305,-0.7579447069715473,2.3155362134869906,-5.440736037568583,-4.841726476188368,-6.383643634886593,0.26654599911655197,-13.823459883693445,1.7119469803370757,2.4283039159592956,0.6412084196891987
2019,-15.30668133045322,13.437474093616375,0.12979177169480938,-2.426423539720257,-8.498181678126626,-7.452190120969815,-4.020001864746958,-2.2040056868877222,-5.988040788245296,-0.7333306206597223,2.691961846401547,-1.7058176691735705
2020,1.7576000039526196,-8.968566080589946,-37.75363730378842,11.519789841148365,1.5606790761748313,14.051025464229404,-4.336174567955964,22.364020688975828,-1.5707441126788568,-8.318257910476202,5.926498198945751,9.699625745250962
2021,0.06974283320395624,-1.512026637235453,-4.910318901597799,0.1682450983280681,14.756617205562495,1.1892196186052972,-0.08344923504868262,-10.821268128392958,33.506072876962435,5.036709007741869,-3.334813105242651,2.197040625780833
2022,0.7459008682132451,-10.052119955517668,18.34979080209176,-9.66129337071433,-4.51458580418257,-7.556079258256821,9.564965103929124,-0.4737787655377579,-0.30446786085399635,-0.026652029353213536,2.6280674281961236,-5.88221384459735
2023,-4.691150872296712,-10.207517605071214,-0.27569645164067236,0.8675960362223067,2.390879702814286,-0.6862731398103339,18.2188291246681,11.234542694942995,-1.0858726363417448,-3.0486687167074256,4.43373264978475,3.9885851197698052
2024,-9.930277078126847,-4.69781723980126,-12.395423382930815,5.398561937811941,-1.18343321197244,6.519993027164217,7.897707607302373,-2.1026167464550105,1.6155856497980459,-5.588028992284311,-1.0995518163385287,-8.961842391140229
2025,-13.070384177844652,-12.238571391492648,6.374159135469126,2.61989658797237,13.039171757095636,2.52146912362321,-7.301432309332833,-0.8823424110033562,-4.283501788345223,-0.2981286322633947,-4.556828855490913,-5.02979571503065
