Date,Nifty Bank,Nifty IT,Nifty FMCG,Nifty Auto,Nifty Pharma,Nifty Metal,Nifty Realty,Nifty Energy,Nifty Infra,Nifty PSU Bank,Nifty MNC,Nifty Service,Nifty Media,Nifty Commodities
2007-12-11,161.6930407398745,76.76047952716866,148.28218347738394,64.16464298680522,80.90251396740219,65.48207975983934,7.771458070744507,151.59949728235898,60.38793980328451,71.92005904921726,84.02317945180505,115.56270281002764,23.231226575188707,43.604692976593036
2007-12-12,161.709879212535,76.76162037903926,147.12639121718306,63.66450874273393,80.27191562253374,64.971676694593,7.71088308541586,150.41784806800132,59.91724324488943,71.35947485998489,83.3682569371074,114.66194403818169,23.050149717262137,43.26481420310257
2007-12-13,161.97282777402444,76.7639174757229,146.31413695322246,63.31303020607284,79.82875104001883,64.61298155502452,7.668312900602552,149.58742235404046,59.586452583147555,70.96551401278752,82.90799809696385,114.02891924780576,22.922894625650876,43.0259581452247
2007-12-14,162.18277709704006,76.76233152546361,145.75442241576897,63.07083061993237,79.52337171445073,64.36580909556406,7.638978303839823,149.01518609133046,59.358508760079154,70.6940403829802,82.59083932630539,113.59270956142726,22.835204689260156,42.86136533988665
2007-12-17,162.46768540809285,76.82554148623815,145.60735406516463,63.00719122651445,79.44313146569053,64.30086304986538,7.631270462658557,148.86482758233828,59.298615153881904,70.62270905907002,82.50750395772151,113.47809285094266,22.81216363270969,42.81811759343264
2007-12-18,162.6034356575838,76.88012839474548,145.3699101834604,62.90444454756986,79.3135824766916,64.19600676278074,7.618826046697413,148.62207169451023,59.20191610009976,70.50754365219127,82.37295785505226,113.29304259006874,22.774963528925106,42.74829350993132
2007-12-19,162.51303795417454,77.00733553273315,145.14908581962112,62.80888946376779,79.19310106914223,64.09848972960296,7.60725265841616,148.39630713021356,59.111985347274974,70.40043907014113,82.24782909908795,113.12094463647027,22.740367188964587,42.683356655339935
2007-12-20,162.34408318903135,77.20523524386105,145.1421572686568,62.8058913422901,79.1893208631996,64.09543005030619,7.606889533581823,148.3892235762865,59.10916369393304,70.39707857339907,82.24390307866281,113.11554491779053,22.739281699571897,42.68131920666953
2007-12-24,162.31253181939843,77.49196295015695,144.93209059923035,62.71499132631327,79.0747088359229,64.00266366341005,7.595879955254717,148.17445737353708,59.023614013651084,70.29519170529987,82.12487010350601,112.95183089955904,22.70637075721255,42.61954582021037
2007-12-26,162.36958145598038,77.70938844899878,144.56540836715286,62.55632064883132,78.87464761678949,63.840735138995804,7.5766621670818575,147.7995718630752,58.87428262374066,70.1173429094104,81.91709189128176,112.66605961660682,22.648923005805603,42.51171718041865
2007-12-27,162.34081658102255,77.98974064097818,144.3249097920151,62.4522521434272,78.7434319921073,63.73452988553931,7.564057654867874,147.55369294334932,58.77633954563371,70.00069591029337,81.78081486552712,112.47862870135381,22.61124432614894,42.44099481658329
2007-12-28,162.34816439638922,78.1932464043564,144.11291696201835,62.36051863955297,78.62776905481034,63.64091289746415,7.552947126610315,147.33695748868246,58.690005436192145,69.8978748127493,81.66069044343139,112.313413543091,22.578031614072028,42.37865501251197
2007-12-31,162.11305894529568,78.16017635111663,143.8378520418906,62.241492590810694,78.47769408949283,63.51944299044943,7.5385309948581725,147.05573891856517,58.577985209290084,69.76446239033935,81.50482661270817,112.09904358391763,22.53493745850648,42.29776787482945
2008-01-01,161.80679925403874,78.07276051865081,143.5298067093833,62.10819526323864,78.3096250657482,63.38340878485677,7.522386362176563,146.7408021105608,58.45253370486864,69.61505375617837,81.33027463589228,111.85897056652786,22.486676293563505,42.207182331564205
2008-01-02,161.83476579342147,78.03722757536481,143.3959377241394,62.05026749711231,78.23658636888987,63.32429163832213,7.515370298739957,146.60393825821694,58.39801554204655,69.55012440932215,81.25441860581235,111.7546406909189,22.465703168845085,42.16781606473595
2008-01-03,161.84929718008019,77.97334734626965,143.36488025502828,62.03682831398958,78.21964146512846,63.31057652014824,7.513742579122398,146.5721859829692,58.385367383440155,69.53506086655518,81.23682008359447,111.73043626535171,22.460837425133644,42.158683130667534
2008-01-04,161.80229373016695,77.80120676706365,143.0156542198355,61.8857112792633,78.02910431813349,63.15635673086255,7.495439668913855,146.21514719293,58.24314503213402,69.36567870287521,81.03893331705167,111.45826934973124,22.40612451924529,42.05598775832472
2008-01-07,162.04442815391357,77.47859686362203,142.64151887758777,61.72381549312703,77.82497669442263,62.99113687944474,7.475831263798177,145.83264183409185,58.09077836207224,69.18421498770839,80.82693184618219,111.16668953647944,22.347509096261117,41.9459674150318
2008-01-08,162.15269998172013,77.07414335286306,141.7780590089255,61.350179275296476,77.3538744187039,62.60982911432281,7.430577397098118,144.94986496270425,57.73913421070809,68.76541831716779,80.33765766777016,110.49375800923485,22.212231671980845,41.69205354899834
2008-01-09,162.34776713302662,76.69418890916684,140.87505132870106,60.95942993470031,76.86119492242999,62.21105685757879,7.383250832571941,144.02665553083733,57.371384207595845,68.32744010454222,79.82597396725713,109.79000516625845,22.070758330231534,41.42651003103618
2008-01-10,162.78223333658715,76.27728715430037,140.17141986358075,60.65495463837713,76.4772947592423,61.900330034975944,7.346373560466808,143.30728268453345,57.08483019575893,67.98616365895997,79.42726556227363,109.24163480925006,21.96052106768047,41.219596204400226
2008-01-11,163.49754375265047,75.66108624166678,139.42680517706938,60.332745088974164,76.07103421827172,61.57150483730867,7.307348360814509,142.54600975546705,56.781585761321885,67.62500946654829,79.00533426911366,108.66132445970344,21.843863003387828,41.00063062114698
2008-01-14,164.3957968648563,74.75824459396897,139.06038516291758,60.17418787839157,75.87111606480471,61.409692109510864,7.288144315463391,142.17139232917265,56.6323611596981,67.44728785201168,78.79770464105044,108.37575753449336,21.78645633341022,40.89287909063351
2008-01-15,165.22466705066935,73.95036889423605,139.0545576095774,60.17166618043171,75.86793656134421,61.407118635721375,7.287838893831634,142.1654344039787,56.629987887791415,67.44446136287787,78.79440249409939,108.37121587076163,21.785543336252708,40.891165407517676
2008-01-16,166.18302540461693,73.24750345924697,139.3024570092512,60.27893716945879,76.00319006364836,61.51659212661002,7.30083128270229,142.41887971673188,56.730944952717955,67.56469792161136,78.93487315116901,108.56441456786378,21.824381495946746,40.96406409944655
2008-01-17,167.03137400087522,72.57785025761896,139.58681321813677,60.40198374320314,76.15833434073942,61.64216510856769,7.315734370198617,142.70959743686004,56.84674905825629,67.70261681958321,79.09600183303166,108.78602562921317,21.868931308754775,41.04768348576571
2008-01-18,167.7483343404439,72.06091602204354,140.34642972523335,60.730684878037515,76.57277985020023,61.977615177740525,7.355545814138182,143.48620780165672,57.15610298620897,68.07104721873145,79.52643381476778,109.378027544754,21.987939693799934,41.27106058876709
2008-01-21,168.6285541047659,71.73306368302771,142.14119122053881,61.5073137884845,77.55199875254566,62.770189933718584,7.449609128965757,145.32112103296575,57.88701985429172,68.94154527651948,80.54342428291963,110.77676260808347,22.26912324510787,41.798838249803104
